RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
361,64535910,Chandler,718,France,Male,21,8,160051.87,2,1,0,14006.92
362,67811449,Edwards,351,France,Female,34,7,145513.57,2,1,1,158236.53
363,11135736,Obrien,734,France,Female,52,4,224049.55,2,1,1,120370.26
364,87347973,Dixon,653,Germany,Male,30,0,0.0,4,1,1,114598.73
365,87833586,Cruz,603,Spain,Male,58,8,59441.36,1,1,1,91675.41
366,70752128,Ray,489,France,Male,56,0,0.0,1,1,1,55409.12
367,33496376,Scott,802,Germany,Male,32,7,0.0,1,0,1,92814.06
368,11865501,Fletcher,386,Germany,Female,72,4,0.0,2,1,0,90005.7
369,59918905,Smith,509,France,Male,46,2,194805.09,1,1,0,116750.84
370,96121380,Frost,358,Spain,Female,46,10,0.0,2,0,0,56314.86
371,37001903,Ryan,582,Spain,Female,28,6,13674.54,2,1,0,15519.12
372,23235072,Ball,448,France,Male,69,6,122392.14,3,1,1,29017.89
373,77045394,Harmon,496,Germany,Male,49,8,149950.68,3,1,1,139835.49
374,43595842,Lambert,653,Germany,Male,19,6,43436.68,1,1,0,4498.47
375,28580353,Diaz,557,France,Male,64,10,213871.46,1,1,0,171288.61
376,24079031,Jones,480,France,Male,31,2,13767.02,2,1,0,138879.47
377,86378852,Beck,753,Spain,Female,37,10,171479.61,1,1,1,153617.31
378,40076560,Rivera,501,Spain,Male,39,0,233554.96,1,1,1,167196.89
379,81531611,Edwards,403,France,Female,28,7,106727.51,2,1,1,24542.09
380,51280224,Charles,469,France,Male,44,2,0.0,1,1,0,164490.22
381,81742436,Cortez,510,Spain,Female,20,7,37745.35,2,1,0,100928.49
382,16072479,Evans,757,France,Female,34,7,202489.18,2,1,0,177104.77
383,29322171,Parker,465,Germany,Female,79,4,0.0,1,1,0,177317.32
384,48596460,Ortiz,424,France,Male,61,0,0.0,1,1,0,4835.61
385,20134683,Powell,462,France,Male,73,9,0.0,1,1,1,76573.04
386,73425399,Phillips,805,France,Male,45,6,12106.53,2,1,1,105279.76
387,15908947,Martinez,769,France,Female,46,9,0.0,1,1,1,135672.02
388,64408020,Fisher,771,France,Female,38,4,0.0,3,1,1,57237.25
389,92297293,Bentley,453,Germany,Male,64,7,38585.57,1,1,1,50428.45
390,41468373,Byrd,689,Germany,Male,33,8,0.0,1,1,0,76253.14
391,25679604,Orr,603,France,Female,54,10,246143.43,1,1,1,100187.74
392,75083755,Gilbert,576,Germany,Female,76,6,158132.7,1,1,0,190229.25
393,16678134,Turner,461,France,Male,37,6,0.0,1,0,1,152421.69
394,80416272,Kelley,822,France,Male,23,0,85891.63,2,1,0,85864.23
395,44443729,Smith,448,France,Male,36,3,238946.85,2,1,0,10873.24
396,59669894,Mitchell,502,France,Female,74,1,161468.09,1,1,0,33704.12
397,88952631,Jordan,698,Spain,Female,22,1,71139.69,1,1,0,91184.88
398,23066175,Carpenter,751,Germany,Male,20,1,63057.17,2,1,0,162765.18
399,77666579,Pena,733,France,Male,76,3,141404.29,2,1,0,76139.11
400,19956517,Marshall,715,Germany,Male,18,0,29682.58,1,1,1,107699.33
401,38788810,Ramos,687,France,Male,75,3,168398.43,2,0,0,178360.98
402,99812715,Lewis,543,France,Male,77,1,189687.63,1,1,0,182759.25
403,96899513,Kennedy,659,France,Female,55,4,41998.44,2,1,1,43155.0
404,89522294,Santana,512,Spain,Male,32,2,211266.13,1,1,0,8718.98
405,28630194,Flynn,557,France,Female,51,7,0.0,1,0,1,61082.11
406,38294486,Jackson,794,Spain,Female,78,3,0.0,3,0,1,139160.46
407,19401594,Miller,518,France,Female,52,0,0.0,1,1,0,190222.44
408,35386791,Robertson,833,France,Female,66,0,19301.66,2,0,0,15406.4
409,66511298,Schultz,510,Spain,Female,42,9,150762.83,1,0,1,5696.76
410,78284335,Rogers,417,France,Female,41,2,238795.93,2,0,0,176829.44
411,66912563,Cardenas,638,Spain,Female,29,8,72558.8,3,1,1,149629.05
412,56221148,Potter,747,Spain,Female,35,6,32026.63,1,1,0,198449.72
413,45333614,Chambers,626,Spain,Male,32,1,196454.5,2,0,1,79358.58
414,83179757,Walker,653,France,Male,61,8,140795.75,2,0,0,83210.18
415,82004065,Gonzalez,753,France,Male,33,9,0.0,2,1,0,34462.37
416,81776081,Johnson,733,Spain,Male,44,1,0.0,2,1,1,23169.43
417,23204557,Sanchez,741,Germany,Male,25,2,0.0,3,0,1,115743.6
418,70675025,Alvarez,484,Germany,Female,77,10,221827.71,1,1,1,72857.0
419,75218049,Atkinson,544,France,Female,63,9,123517.74,1,1,1,16063.29
420,38666145,Jones,750,France,Female,42,1,233115.91,3,1,0,177397.41
421,67824936,Perry,477,Germany,Female,34,2,205290.46,2,1,1,39671.29
422,24572271,Soto,382,France,Female,46,5,0.0,1,1,1,149716.87
423,51052106,Lee,525,France,Male,70,8,126085.8,2,1,0,56445.72
424,88948374,Horton,809,France,Male,25,8,0.0,2,1,0,162580.97
425,21334437,Snyder,792,France,Female,32,6,129891.6,1,1,1,23679.37
426,79916843,Sanchez,720,Spain,Male,44,2,151207.77,1,1,0,151214.32
427,49048002,Douglas,819,Germany,Male,63,3,135216.02,2,1,1,19623.77
428,77668285,Smith,724,France,Male,67,5,160817.67,1,1,0,89383.16
429,26462731,Potter,371,France,Male,69,10,0.0,2,1,1,146800.87
430,70730141,Carrillo,587,Germany,Male,24,4,37191.91,2,0,0,34643.68
431,27974102,Rodriguez,507,France,Female,20,1,186342.23,1,1,1,57133.0
432,93298984,Coleman,387,Spain,Male,46,5,230224.17,1,0,1,172953.4
433,59660819,Thompson,579,Spain,Male,61,2,27990.41,1,0,0,177023.86
434,29971189,Rubio,714,Spain,Female,70,7,0.0,1,0,0,8987.09
435,62656610,Holmes,400,Germany,Female,41,1,43056.18,2,1,1,33618.12
436,76937948,Williams,787,France,Female,77,0,214228.46,1,0,1,23494.39
437,99915130,Wright,613,Germany,Female,75,8,115643.28,2,1,0,35938.62
438,17405106,Charles,632,France,Female,20,2,222890.26,1,1,0,194037.54
439,72972764,Bryant,376,France,Female,37,10,0.0,1,1,0,110331.05
440,42729728,Solis,575,France,Female,63,0,107655.62,1,1,0,93622.48
441,56818279,Contreras,626,France,Female,32,6,202539.8,1,1,0,196893.47
442,92262407,Travis,635,France,Male,42,9,55466.42,1,1,0,111391.23
443,25935736,Larson,446,France,Female,47,4,0.0,1,1,0,132223.59
444,21423333,Dodson,633,Germany,Female,31,4,0.0,3,1,0,66554.11
445,59176146,Vance,716,Spain,Male,24,0,68210.63,2,1,0,76422.97
446,89174334,Salazar,797,France,Female,34,8,0.0,1,1,1,118881.88
447,53275500,Ball,830,Germany,Female,79,6,0.0,1,1,0,13957.16
448,23549854,Wagner,802,France,Female,61,7,24822.97,1,0,0,51176.58
449,82907028,Rivas,666,Spain,Female,37,8,234813.89,1,1,1,39362.35
450,51525697,Kelley,653,France,Male,53,5,152247.06,1,1,1,3178.68
451,82002728,Merritt,496,Spain,Male,26,4,34772.0,1,1,1,107380.25
452,56160314,Manning,353,France,Female,55,5,28072.34,1,1,1,112210.57
453,83045175,Wells,384,Spain,Male,65,10,0.0,1,1,1,76787.84
454,68379308,Green,541,France,Male,74,1,48289.59,1,1,1,53745.49
455,68284858,Wright,398,France,Male,77,3,39968.82,1,0,0,130411.98
456,46757460,Walsh,366,France,Male,80,2,25331.14,2,0,1,26931.83
457,98142299,Cannon,521,France,Male,39,6,0.0,1,0,1,103723.01
458,19576700,Boyd,569,Spain,Male,71,8,166860.82,1,1,1,153614.8
459,70369184,Sims,507,Germany,Female,70,4,173292.26,2,1,0,32859.6
460,79190867,Hill,826,France,Female,70,5,0.0,3,1,1,150651.91
461,89171248,Jones,395,Spain,Male,19,9,35503.82,3,1,0,152158.9
462,86386619,Mitchell,722,France,Male,41,1,240739.49,2,1,1,11985.33
463,20349107,Nelson,355,Spain,Male,25,2,169799.4,1,1,1,3756.87
464,19917877,Flores,448,France,Female,28,2,0.0,2,1,0,194787.08
465,97975334,Fernandez,729,Spain,Female,30,8,0.0,2,1,0,38676.53
466,71002984,Taylor,582,France,Female,34,6,35538.82,1,1,1,164427.84
467,78288432,Hall,386,Germany,Female,25,7,51327.4,2,0,0,112370.13
468,82788090,Benson,629,France,Female,38,10,91952.66,3,1,0,52894.43
469,52117993,Mccarthy,698,Germany,Female,35,9,137525.64,1,1,1,25994.09
470,15829567,Brown,846,Germany,Male,47,10,206877.78,1,0,1,99335.45
471,46096213,Russell,651,France,Female,35,8,0.0,1,1,1,81470.96
472,80579014,Daniels,530,Spain,Female,63,5,0.0,1,1,0,139777.22
473,45240582,Perry,444,Spain,Female,64,3,25336.23,1,1,1,180833.71
474,17238599,Clark,448,Spain,Male,48,0,65292.79,2,0,1,161049.62
475,85138877,Fisher,537,Spain,Female,55,7,92410.67,2,1,0,54890.41
476,76839127,Stein,830,Spain,Male,49,6,162900.61,1,1,0,175786.64
477,49465751,Silva,465,Spain,Male,28,1,189523.86,3,0,1,166678.26
478,83396263,Dominguez,540,Spain,Female,62,7,241142.59,1,1,0,185827.25
479,86421871,Gates,602,France,Female,42,4,0.0,1,0,1,91732.16
480,59787527,Cannon,818,Spain,Female,50,6,79464.73,2,0,0,153715.03
481,89789588,James,765,Spain,Male,77,3,0.0,2,0,1,118331.61
482,30517295,Smith,820,Germany,Female,55,4,16946.64,2,0,0,62100.55
483,32294487,Bell,510,France,Male,58,7,19131.8,3,1,0,198886.2
484,61659971,Molina,605,France,Male,25,0,105790.26,2,0,0,7661.49
485,27927891,Castaneda,672,Spain,Female,28,0,0.0,3,1,0,32454.51
486,73615484,Ashley,477,Spain,Female,39,3,0.0,1,1,1,178508.47
487,17844286,Barnes,367,France,Female,68,2,34607.01,2,1,0,12112.57
488,85235855,Adkins,630,France,Male,41,9,0.0,4,1,1,177364.13
489,62354249,Payne,839,France,Female,58,1,224347.3,2,1,0,143044.3
490,73114090,Morrison,572,Germany,Male,34,2,230210.77,1,1,0,7336.8
491,92056921,Walker,403,France,Female,29,10,87167.92,2,0,1,85864.01
492,23596252,Robinson,407,Germany,Male,74,10,36676.21,2,1,0,150894.3
493,13370116,Graham,672,Spain,Female,63,10,0.0,1,1,0,116620.06
494,86334218,Johnson,709,Germany,Female,49,0,0.0,4,1,1,187174.26
495,64702748,Rogers,523,France,Male,32,0,38321.45,1,0,0,173528.81
496,55837804,Shelton,629,Spain,Male,33,5,0.0,1,1,1,66529.53
497,39639502,Powell,463,Germany,Female,71,4,214121.01,3,1,0,16925.44
498,81133253,Martin,637,France,Male,39,7,0.0,1,1,0,188851.41
499,96317871,Mcdonald,780,France,Male,45,1,0.0,1,1,0,103457.35
500,37217107,Anderson,691,Germany,Male,37,3,0.0,2,0,1,14879.52
501,91356577,Dean,500,Spain,Male,50,7,235291.51,2,1,0,163315.12
502,92054395,Johnson,799,Spain,Female,27,5,63347.86,1,0,0,173701.29
503,59676733,Long,476,France,Male,57,0,0.0,4,0,0,127884.93
504,11917953,Elliott,504,France,Female,49,3,148188.61,2,1,0,89501.79
505,86465487,Johnson,839,France,Female,67,0,159698.49,2,0,0,132434.6
506,94793313,Day,735,Germany,Female,77,1,0.0,2,0,0,141336.74
507,89159856,Taylor,823,Spain,Male,50,4,90563.78,2,0,0,178605.99
508,61462171,Murray,622,France,Female,19,7,182632.15,1,1,0,191172.34
509,92305583,Williams,453,France,Female,50,7,181526.96,1,1,0,102864.19
510,16091209,Gray,766,Spain,Female,50,10,0.0,2,1,1,159698.91
511,22575664,Lewis,742,Spain,Female,58,2,124111.27,2,1,0,192901.91
512,76515927,Murphy,648,France,Female,30,10,107235.65,1,0,1,30248.67
513,24168931,Juarez,595,Spain,Male,47,3,94186.63,2,1,1,3653.6
514,86142620,Gray,525,Germany,Female,50,9,19856.36,2,1,1,173792.75
515,29793851,Walton,388,France,Male,30,10,189988.88,1,1,0,39054.67
516,92176668,Decker,826,France,Female,69,5,70811.06,1,0,1,8495.75
517,38726073,King,519,France,Female,43,10,236610.12,1,0,1,32019.23
518,71416239,Miller,596,France,Male,39,10,62766.87,2,1,1,76822.98
519,38346646,Smith,375,Germany,Male,56,9,0.0,1,1,0,43853.14
520,44507034,Ryan,704,France,Female,19,2,28389.38,1,1,1,61050.73
521,49017950,Cooke,655,France,Female,55,1,70209.63,2,1,0,195058.81
522,15776902,Bell,758,Germany,Female,56,5,42165.97,2,0,1,140881.11
523,75089644,Santos,757,France,Female,43,10,58901.32,1,1,1,142438.35
524,77033411,Harrington,362,Germany,Female,63,4,215953.34,1,1,0,18937.07
525,11172685,Pearson,665,France,Male,75,9,0.0,2,0,0,146419.67
526,20680233,Webster,740,France,Female,67,4,0.0,3,0,1,147868.87
527,89591881,Herring,662,Spain,Female,32,9,107905.08,3,0,1,131949.0
528,15807290,Gonzalez,385,France,Male,51,4,178274.61,2,0,1,45687.26
529,41176619,Smith,522,Germany,Male,59,9,0.0,1,1,0,84607.24
530,37036129,Hernandez,369,France,Female,72,4,0.0,1,1,0,169255.29
531,28985881,Martinez,670,Spain,Male,61,2,226765.77,1,1,1,134040.33
532,25713686,Caldwell,613,Spain,Male,66,6,139897.17,1,1,1,146553.77
533,51979720,Elliott,843,France,Male,57,5,153903.34,2,1,0,117474.88
534,86511751,Robinson,749,Germany,Female,28,3,214762.19,1,1,0,89917.32
535,44253876,Lyons,491,France,Female,78,1,70213.68,1,0,1,151810.4
536,43457549,Wang,809,Spain,Female,20,8,158609.04,4,1,0,13585.16
537,95092173,Jackson,720,France,Male,76,0,0.0,1,1,1,134632.15
538,32752144,Lawson,820,Spain,Female,23,10,43742.06,1,0,0,199440.9
539,82816113,Adkins,492,France,Female,26,3,166199.97,1,1,1,156038.39
540,25074475,Wilson,441,Germany,Male,23,0,11641.78,2,1,1,58112.7
541,25229785,Weiss,703,Spain,Female,26,5,113436.09,2,1,1,55563.9
542,68910188,Oconnell,671,Spain,Male,56,3,181748.97,1,0,0,133443.72
543,77157512,Rodriguez,637,France,Male,48,4,0.0,2,1,1,179170.85
544,54234354,Johnson,564,Germany,Male,49,4,129335.01,2,1,1,115589.95
545,21762329,Collins,796,France,Male,58,8,175629.55,2,0,0,105480.46
546,66140929,Byrd,691,France,Female,67,0,131907.69,4,0,1,32076.83
547,25975242,Rubio,400,France,Female,29,1,65054.44,2,1,1,143091.39
548,52832976,Sanders,502,France,Female,25,5,137878.49,2,0,1,140459.72
549,34771967,Espinoza,535,Germany,Male,25,4,0.0,1,1,0,193390.28
550,22878118,Jones,412,France,Female,67,10,183927.1,1,1,0,60038.44
551,62762577,Vaughn,539,Germany,Female,45,6,23043.54,1,0,0,151289.1
552,95956876,Burton,474,France,Male,79,2,0.0,2,0,0,86813.05
553,45168900,Garcia,499,France,Male,37,2,171769.09,2,1,1,111694.56
554,25969841,Barton,663,Germany,Female,79,9,140086.5,2,0,0,163290.77
555,72946681,Jefferson,407,France,Male,64,1,183331.86,1,0,0,44399.01
556,56054775,Burke,691,France,Female,76,2,0.0,2,1,0,68573.75
557,12746455,Martinez,654,France,Male,80,9,62878.57,3,1,1,154661.73
558,74836508,Riggs,529,France,Male,24,0,17000.77,2,1,1,114091.58
559,51697390,Patton,519,Germany,Female,28,4,40139.7,2,0,1,18484.58
560,86522055,Reed,675,France,Male,37,4,41538.97,2,1,0,86037.17
561,66274073,Patterson,620,France,Male,33,10,195860.68,3,1,1,117326.66
562,93240398,Wood,403,Spain,Male,21,6,215332.27,2,1,1,181903.46
563,57354624,Hunter,840,Spain,Female,23,3,173334.56,2,1,0,37697.61
564,46746395,Peterson,793,France,Female,75,2,0.0,1,0,1,161190.59
565,95067376,Atkinson,450,Germany,Female,39,0,0.0,1,1,0,26124.9
566,65917885,Short,830,France,Male,43,7,41361.43,2,1,0,48447.13
567,62910317,Garcia,613,France,Male,80,2,133414.48,1,1,1,48668.78
568,47423437,Yu,402,France,Male,20,1,0.0,4,1,0,175495.84
569,37803753,Reid,409,Germany,Male,80,10,245262.69,1,1,0,39803.54
570,26592353,Poole,841,France,Female,58,3,0.0,3,0,0,157392.15
571,50232645,Zimmerman,457,Spain,Female,77,2,0.0,1,1,0,92361.31
572,54985008,Graham,354,France,Male,59,0,232399.73,1,0,0,199818.15
573,43134366,Gross,452,France,Female,31,2,0.0,3,1,0,167818.3
574,70818724,Sheppard,545,Spain,Female,28,1,42728.88,1,1,1,147940.63
575,27765710,Nelson,611,France,Female,35,7,0.0,1,1,0,174145.26
576,35225870,Morton,714,France,Male,71,5,122574.34,1,0,0,126806.08
577,46516659,Medina,829,France,Female,29,8,66831.42,2,1,0,168730.45
578,55027306,Webb,721,France,Female,40,7,17563.13,1,1,0,52225.37
579,90715205,Graham,699,France,Female,29,9,88812.52,2,1,1,19540.64
580,35674390,Simon,396,France,Female,30,2,193496.38,2,0,1,123186.4
581,42109863,Adams,704,France,Female,42,4,11714.1,2,1,0,86938.08
582,79884478,Christian,660,France,Male,62,6,20682.17,2,0,1,85288.16
583,78942465,Rivas,773,Spain,Female,68,4,96785.76,2,0,0,105349.57
584,75774030,Miller,657,France,Female,75,7,0.0,1,0,0,72276.52
585,54989653,Keith,493,France,Male,36,4,0.0,2,0,0,125211.91
586,46057672,Sanchez,618,Spain,Female,72,0,34135.06,1,1,0,6113.67
587,75845863,Marshall,719,Germany,Male,63,4,107225.93,2,1,1,193978.27
588,38956943,Bishop,473,France,Male,53,3,212604.61,1,1,1,184941.8
589,14847418,Gray,455,France,Male,62,5,13820.86,3,0,0,187054.03
590,92625838,Johnson,507,Germany,Male,25,2,0.0,1,1,0,73000.7
591,27530739,Rosales,496,France,Female,46,10,112932.25,1,1,1,106378.19
592,17875904,White,494,Germany,Female,72,4,127414.54,2,0,1,190826.12
593,50110138,Lewis,469,Spain,Male,70,1,83504.29,2,1,0,180469.21
594,29387071,Salinas,668,Germany,Female,72,10,30897.09,1,1,1,158048.9
595,34939386,Peterson,624,France,Male,49,5,67514.99,2,1,0,81466.32
596,17794833,Beard,441,Germany,Female,68,5,190079.39,2,1,1,112867.84
597,46341087,Haynes,407,Germany,Female,61,4,150408.44,4,1,1,158582.49
598,86701360,Hill,788,Germany,Male,35,5,133365.61,2,0,1,54602.4
599,88463220,Smith,695,France,Female,23,10,24801.9,1,1,1,125289.87
600,22514863,Vaughan,578,Germany,Male,35,6,10888.58,1,0,0,165586.86
601,15044661,Miller,823,Germany,Female,36,4,159787.22,3,1,0,141490.96
602,65927651,Cortez,466,Spain,Female,39,0,0.0,2,1,1,95896.13
603,51777251,Freeman,667,Spain,Female,54,7,246805.03,1,1,0,116921.67
604,55824724,Chang,628,France,Male,49,3,177086.19,1,1,1,197735.11
605,81527213,Vaughn,476,Germany,Male,73,8,215999.3,2,1,1,120397.56
606,54745183,Brewer,742,France,Male,58,9,0.0,1,0,0,157123.55
607,11767588,Henry,745,Spain,Female,76,5,0.0,1,1,0,145320.95
608,18599469,Mcguire,850,France,Male,20,0,0.0,1,1,0,140298.12
609,12938493,Davis,478,France,Male,45,2,0.0,1,1,1,143273.81
610,37012397,Walker,407,Spain,Male,27,2,234059.31,1,1,0,90881.95
611,35390200,Holt,471,France,Female,68,9,0.0,2,0,0,94832.03
612,92191576,Torres,350,Spain,Female,52,3,214530.97,1,0,0,93572.55
613,34191548,Perkins,588,Germany,Female,78,5,249514.59,1,1,0,6650.92
614,91723570,Kennedy,639,France,Female,46,6,0.0,1,1,1,48213.07
615,10878269,Schmidt,445,France,Male,71,9,0.0,1,0,1,30912.8
616,43603746,Coleman,475,Spain,Female,80,3,82574.98,1,1,1,177289.0
617,90710224,Reese,467,France,Male,32,5,30906.23,1,1,1,54993.87
618,32586349,Rivera,397,Germany,Female,50,10,195560.25,2,0,1,27688.53
619,57021225,Warner,438,Germany,Male,24,0,217737.09,1,1,1,23953.39
620,88973301,Nelson,837,Spain,Male,29,7,239215.16,1,1,1,139997.97
621,24068419,King,586,Germany,Female,66,6,240180.22,1,1,0,1216.66
622,55273290,Martinez,722,Germany,Male,47,10,97867.15,2,1,1,94260.88
623,76015278,Lee,734,Spain,Male,38,10,85778.42,3,1,1,23774.22
624,51087438,Wilson,621,Spain,Male,48,8,96423.91,1,1,1,169932.68
625,41747741,Herrera,538,Germany,Male,75,2,0.0,3,0,1,191690.07
626,12394538,Gill,836,France,Female,78,1,238514.54,1,0,0,191750.92
627,27145622,Lopez,541,France,Female,41,0,246096.41,2,1,1,88392.82
628,88897468,Robinson,796,Germany,Male,37,2,0.0,1,1,1,128902.96
629,88480862,Washington,418,Germany,Female,54,4,199927.1,2,0,0,119940.83
630,12458020,Hardy,627,France,Male,21,10,0.0,2,1,1,70007.78
631,13774150,Bray,698,France,Male,45,1,0.0,1,0,1,88812.9
632,15076703,Warren,596,Germany,Female,61,2,85370.51,2,1,1,12864.74
633,67430278,Campbell,800,France,Male,79,3,110592.68,2,0,1,159139.81
634,37280809,Garcia,425,France,Female,37,6,215703.27,1,1,1,48160.7
635,97652517,Lee,503,France,Male,77,2,14600.29,1,1,1,92105.47
636,61454379,Perez,493,Spain,Female,41,8,44450.74,1,0,1,96124.15
637,82049036,White,784,France,Female,67,7,0.0,2,1,0,112142.35
638,58641239,Smith,834,France,Male,66,3,226688.33,2,1,0,163575.33
639,34568603,Ferguson,435,France,Female,68,0,0.0,1,1,1,138376.21
640,66852586,Hill,534,France,Male,49,0,0.0,2,0,0,132612.61
641,79930961,Mccann,634,Spain,Female,58,0,227068.67,3,1,1,105349.1
642,73479905,Tran,811,Germany,Male,53,0,74206.49,2,0,0,19191.15
643,96498785,Terry,569,France,Female,75,7,190036.78,2,1,1,80401.69
644,67978085,Martinez,418,France,Female,70,2,190892.84,2,1,0,191463.37
645,77835136,Oneill,396,Spain,Female,51,5,100773.88,1,1,1,199109.62
646,34510506,Henry,846,France,Male,53,2,109145.78,1,1,0,146099.63
647,32567153,Salas,443,Germany,Female,19,10,39785.77,2,0,0,45502.99
648,99589289,Andrews,587,France,Male,32,4,224974.33,1,0,1,20378.13
649,62637790,Harrison,795,France,Female,51,6,0.0,3,1,1,82952.87
650,84471345,Alexander,849,France,Female,53,1,0.0,1,0,0,171314.38
651,77016445,Lopez,802,Germany,Male,23,5,131604.59,1,0,0,144372.85
652,69666619,Williams,553,France,Female,56,5,81893.52,3,1,1,176778.45
653,43694080,Everett,749,France,Male,59,10,56001.12,2,0,0,123155.26
654,18827698,Woods,567,France,Male,68,2,0.0,1,1,1,26065.67
655,39081358,Short,823,France,Male,68,5,0.0,2,0,0,22959.19
656,68659964,Morales,781,France,Male,75,9,229526.69,2,1,0,9600.46
657,65543894,Jones,690,France,Male,71,9,0.0,2,1,1,113415.99
658,10855860,Soto,388,France,Female,78,4,223300.6,1,1,1,48577.25
659,81307489,Brown,449,Spain,Male,29,1,56288.94,2,0,1,146876.73
660,48540944,Hernandez,638,Germany,Female,20,8,0.0,3,1,0,137249.99
661,13123544,Hart,603,France,Male,62,7,0.0,1,1,0,63622.15
662,50124151,Torres,571,France,Male,35,2,154694.29,3,1,0,35360.33
663,13831657,Mcknight,706,Germany,Female,57,7,135210.83,3,1,1,20480.07
664,83530398,Wilson,372,France,Female,38,8,155380.9,2,1,0,147463.05
665,94201191,Duran,599,France,Male,32,2,173361.37,2,0,0,90088.2
666,47640004,Obrien,359,Germany,Male,50,2,105863.75,1,1,1,64705.98
667,97893963,Gibbs,595,Spain,Female,52,1,180160.36,1,1,0,171330.6
668,23817990,Perez,674,France,Female,43,7,0.0,2,1,0,118722.64
669,68832876,Mills,449,France,Male,25,9,96332.77,3,0,1,103600.47
670,34517132,Hayes,639,Spain,Male,53,0,0.0,2,1,1,148675.83
671,17348227,Ramos,529,France,Male,65,7,34901.52,2,1,1,163116.63
672,90691377,Dalton,572,Spain,Female,47,6,93087.25,1,0,1,137214.63
673,88373609,Branch,743,France,Male,40,6,114470.25,1,0,1,88001.26
674,38938498,Torres,599,France,Female,59,2,0.0,1,0,1,75859.76
675,28568986,Oliver,496,Germany,Female,61,0,0.0,1,1,1,154332.99
676,66661354,Lynch,791,Spain,Male,31,3,189184.77,2,0,1,103581.43
677,10782129,Singh,445,Spain,Male,31,8,87517.52,1,1,1,140877.22
678,68428615,Meza,606,France,Female,19,4,0.0,2,1,0,178079.76
679,36925599,Clark,674,Germany,Male,72,0,0.0,1,1,1,183178.13
680,51745619,Clark,842,Germany,Male,54,4,21294.01,2,1,1,55543.13
681,50413618,Guerrero,353,Germany,Female,22,7,101692.93,2,0,0,37577.99
682,95464336,Moore,365,Spain,Male,55,7,103046.84,1,1,1,52257.47
683,51402657,Thompson,629,France,Female,62,4,177888.22,1,1,0,150274.35
684,95451554,Jones,685,France,Female,58,8,104900.38,1,0,0,74011.61
685,68745065,Smith,596,Spain,Male,79,0,58171.08,3,0,1,34677.86
686,34232343,Hayes,607,Spain,Female,71,3,79610.57,1,1,0,19677.1
687,58890549,Wheeler,846,France,Female,77,2,42892.67,2,1,1,65462.64
688,77732625,Carter,825,France,Male,78,1,0.0,4,1,1,27227.29
689,89620525,Hall,733,Spain,Female,64,7,212105.65,2,0,0,31274.72
690,62896175,Mann,509,France,Male,31,6,133762.37,1,1,0,136776.79
691,26234016,Warner,824,Germany,Female,73,8,146898.28,3,0,0,3946.42
692,39354480,Gibson,689,France,Female,56,1,118784.19,1,1,1,23510.65
693,25477848,Mcdaniel,501,Spain,Female,42,3,36277.83,1,1,1,168873.1
694,38364628,Bradshaw,745,France,Female,37,5,0.0,3,1,0,168982.82
695,35451322,French,527,France,Female,19,10,119694.32,2,0,1,65848.7
696,98739056,Weber,512,France,Female,56,2,134130.26,1,1,1,17590.6
697,13453705,Guerrero,729,Spain,Female,23,7,65583.77,1,0,0,140994.07
698,22170987,Peck,382,Germany,Male,34,2,0.0,1,1,0,72026.34
699,12459288,Coleman,766,Spain,Female,76,1,0.0,2,1,0,9092.93
700,26581075,Stephens,794,France,Male,42,2,0.0,1,0,0,31565.4
701,62274497,Holland,528,Spain,Female,74,10,222353.91,4,1,0,27442.96
702,11149302,Kerr,776,Spain,Female,45,5,0.0,3,1,0,117823.27
703,16380655,Serrano,450,Spain,Male,19,1,54055.39,3,1,0,179623.52
704,93851790,Jones,617,Spain,Male,52,7,64201.51,1,1,0,158614.41
705,46032923,Martin,672,France,Male,54,0,95462.34,2,1,0,109303.21
706,61362060,Parker,414,Germany,Female,22,6,245741.45,3,1,0,84431.03
707,63728507,Curry,766,Spain,Male,80,1,153849.52,3,0,1,123735.34
708,91110003,Carroll,517,Spain,Female,18,9,105229.44,1,1,1,88762.55
709,20331789,Roberts,679,Germany,Female,57,5,14583.81,1,1,0,49219.82
710,48301297,Martinez,392,France,Male,29,1,0.0,1,1,1,135839.49
711,14748065,Barker,393,Germany,Female,73,1,206354.94,2,1,1,174648.79
712,94471778,Lyons,634,Germany,Male,53,9,0.0,2,1,1,74574.07
713,39353828,Bender,746,France,Male,62,7,28595.91,2,0,1,168307.69
714,59935896,Mason,361,Spain,Male,40,1,0.0,1,0,1,86216.41
715,48155631,Snyder,444,France,Male,64,6,163845.97,1,1,1,80267.19
716,33113982,Miller,651,France,Female,48,2,42842.84,1,1,0,5664.87
717,30530638,Williams,735,Germany,Female,28,7,0.0,1,1,0,139055.78
718,22774667,Reynolds,602,France,Male,27,6,245463.43,1,1,1,161500.51
719,82726653,Morris,848,France,Male,20,7,144864.46,2,0,1,132711.38
720,70056968,Wright,591,France,Female,71,6,0.0,2,1,0,30272.19
721,19466617,Davis,384,France,Female,31,10,119818.08,2,1,1,20658.69
722,73384350,Hayden,564,France,Male,33,5,0.0,1,1,1,114571.75
723,99941325,Huff,686,France,Female,27,6,62876.58,1,1,1,80303.25
